id;size;price;price_m2;location;address;street;number;address_geopy;lat;long;hhSize;hhF;hhM;title;link;timestamp;inactive-stamp;active
7364897;18;575.0;31.94444444444445;Altstadt;Brauneggerstraße 11, Konstanz;Brauneggerstraße;11;SWK A 119, 11, Brauneggerstraße, Altstadt, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78462, Deutschland;47.6639713;9.1704436;4.0;1.0;2.0;Wunderschönes Zimmer in saniertem Altbau zur Zwischenmiete;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Paradies.7364897.html;20190723-0650;;True
7363655;16;260.0;16.25;Paradies;Rheingutstrasse 36, Konstanz;Rheingutstrasse;36;Albertus-Magnus-Haus, 36, Rheingutstraße, Paradies, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78462, Deutschland;47.66782345;9.165685702019653;2.0;0.0;0.0;AMH Zimmer für Zwischenmiete;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Paradies.7363655.html;20190723-0650;;True
7336018;19;370.0;19.473684210526315;Paradies;Gartenstraße 38, Konstanz;Gartenstraße;38;38, Gartenstraße, Paradies, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78462, Deutschland;47.66582755;9.16897413522498;3.0;1.0;1.0;Zwischenmiete in paradiesischer WG;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Paradies.7336018.html;20190723-0650;20190810-0850;False
6756544;15;350.0;23.33333333333333;Petershausen-West;Alemannenstraße, Konstanz;Alemannenstraße;;Alemannenstraße, Petershausen-West, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78467, Deutschland;47.672273600000004;9.1730299;3.0;0.0;2.0;Zwischenmiete im Petershausener Park;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Petershausen.6756544.html;20190723-0650;20190728-1250;False
7355814;40;500.0;12.5;Altstadt;Wessenbergstr. 13a, Konstanz;Wessenbergstr.;13a;Designer's, 13a, Wessenbergstraße, Altstadt, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78462, Deutschland;47.661556299999994;9.1742025;2.0;1.0;0.0;Schönes großes Zimmer zur Zwischenmiete, mitten in der Altstadt;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Altstadt.7355814.html;20190723-0650;20190920-1650;False
7366805;12;350.0;29.16666666666667;Petershausen-West;Goethestraße, Konstanz;Goethestraße;;Goethestraße, Petershausen-West, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78467, Deutschland;47.6783679;9.176558300000002;5.0;3.0;0.0;Zwei schöne, helle WG-Zimmer in gemütlicher Doppelhaushälfte zu vermieten;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Konstanz.7366805.html;20190723-0650;;True
7356890;13;345.0;26.538461538461537;Königsbau;Jacob-Burckhardt-Straße 4A, Konstanz;Jacob-Burckhardt-Straße;4A;Sonenbühl West I, 4a, Jacob-Burckhardt-Straße, Königsbau, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78464, Deutschland;47.68163495;9.18517238277977;3.0;2.0;0.0;Möbliertes Zimmer in Studenten WG zur Zwischenmiete;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Koenigsbau.7356890.html;20190723-0650;;True
7351486;22;420.0;19.09090909090909;Fürstenberg;Hardtstraße 28, Konstanz;Hardtstraße;28;28, Hardtstraße, Fürstenberg, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78467, Deutschland;47.68280595;9.15101886815634;4.0;1.0;2.0;Schönes 22 m2 großes WG-Zimmer mit Balkon in Fürstenberg-WG;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Fuerstenberg.7351486.html;20190723-0650;;True
7365190;12;290.0;24.16666666666667;Paradies;Rheingutstraße 32, Konstanz;Rheingutstraße;32;Thomas-Blarer-Haus Saal, 32, Rheingutstraße, Paradies, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78462, Deutschland;47.667633200000004;9.16765786513492;14.0;13.0;0.0;Zwischenmiete für August;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Paradies.7365190.html;20190723-0650;;True
7072559;37;440.0;11.891891891891891;Industriegebiet;Rudolf-Diesel-Straße, Konstanz;Rudolf-Diesel-Straße;;Rudolf-Diesel-Straße, Oberlohn, Konstanz-Industriegebiet, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78467, Deutschland;47.6748464;9.1525427;3.0;2.0;0.0;Schönes, möbiliertes 35qm Zimmer in 3er-WG;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Industriegebiet.7072559.html;20190723-0650;;True
7361815;14;430.0;30.714285714285715;Petershausen-West;Hindenburgstraße 12, Konstanz;Hindenburgstraße;12;12, Hindenburgstraße, Petershausen-West, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78467, Deutschland;47.67181455;9.1714886;3.0;1.0;1.0;Möbliertes Zimmer für ein Jahr in direkter Seenähe;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Konstanz.7361815.html;20190723-0650;;True
7361795;19;270.0;14.210526315789476;Königsbau;Jacob-Burckhardt-Straße 18, Konstanz;Jacob-Burckhardt-Straße;18;18, Jacob-Burckhardt-Straße, Königsbau, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78464, Deutschland;47.6810611;9.187829057812287;4.0;0.0;3.0;Zwischenmiete im August;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Konstanz.7361795.html;20190723-0650;;True
7354730;18;575.0;31.94444444444445;Altstadt;Brauneggerstraße 11, Konstanz;Brauneggerstraße;11;SWK A 119, 11, Brauneggerstraße, Altstadt, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78462, Deutschland;47.6639713;9.1704436;4.0;1.0;2.0;Wunderschönes Zimmer in saniertem Altbau zur Zwischenmiete;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Paradies.7354730.html;20190723-0650;;True
7089120;12;210.0;17.5;Altstadt;Obere Laube 67, Konstanz;Obere Laube;67;67, Obere Laube, Altstadt, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78462, Deutschland;47.66017670000001;9.17160358869949;10.0;2.0;6.0;VERBINGUNGS-WG  12qm 210Euro, NUR STUDIERENDE;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Altstadt.7089120.html;20190723-0650;;True
7357981;18;460.0;25.555555555555557;Petershausen-West;In der Gebhardsösch 6, Konstanz;In der Gebhardsösch;6;6, In der Gebhardsösch, Petershausen-Ost, Petershausen-West, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78464, Deutschland;47.6769597;9.18358605;2.0;0.0;1.0;Saniertes Haus, mit Bad- und Küchenbenutzung, Nähe Uni, Autoeinstellplatz 35 €, an nichtrauchenden Mann zu vermieten.;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Petershausen.7357981.html;20190723-0650;;True
6875022;14;460.0;32.857142857142854;Petershausen-West;Von-Emmich-str. 6b, Konstanz;Von-Emmich-str.;6b;6b, Von-Emmich-Straße, Petershausen-West, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78467, Deutschland;47.6723775;9.177659018701029;2.0;0.0;1.0;Möbiliertes WG-Zimmer in großzügiger und zentraler Wohnung;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Petershausen.6875022.html;20190723-0650;20190915-2050;False
7325165;14;330.0;23.57142857142857;Paradies;Rheingutstrasse 40, Konstanz;Rheingutstrasse;40;Europahaus, 40, Rheingutstraße, Paradies, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78462, Deutschland;47.66805455;9.164616280961651;2.0;0.0;1.0;Ein Sommer im Paradies! Nette 2er WG sucht netten Zwischenmieter;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Paradies.7325165.html;20190723-0650;;True
7352148;12;257.0;21.416666666666668;Paradies;Rheingutstraße 34, Konstanz;Rheingutstraße;34;Jan-Hus-Haus, 34, Rheingutstraße, Paradies, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78462, Deutschland;47.6676849;9.16704792655039;4.0;2.0;1.0;Möbiliertes 12qm Zimmer im Studentenwohnheim Jan-Hus-Haus;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Paradies.7352148.html;20190723-0650;;True
7351567;16;340.0;21.25;Paradies;Rheingutstraße 36, Konstanz;Rheingutstraße;36;Albertus-Magnus-Haus, 36, Rheingutstraße, Paradies, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78462, Deutschland;47.66782345;9.165685702019653;14.0;0.0;0.0;Schönes, helles Zimmer im Paradies zur Untermiete (Bright room in the Paradies for sublet);https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Paradies.7351567.html;20190723-0650;;True
7350928;12;420.0;35.0;Staad;Birnauer Straße 18, Konstanz;Birnauer Straße;18;18, Birnauer Straße, Staad, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78464, Deutschland;47.6763504;9.20667622478006;2.0;1.0;0.0;12 qm-Zimmer in 2er-WG in See- und Uninähe sucht Bewohner zur Zwischenmiete;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Staad.7350928.html;20190723-0650;20190811-1650;False
7061456;11;405.0;36.81818181818182;Wollmatingen;Radolfzellerstraße 30, Konstanz;Radolfzellerstraße;30;Zweirad Harder, 30, Radolfzeller Straße, Wollmatingen, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78467, Deutschland;47.6908989;9.146457400000001;4.0;2.0;0.0;Sonniges, modernes Zimmer in Seenähe;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Allensbach.7061456.html;20190723-0650;20200111-0850;False
7347167;21;310.0;14.761904761904766;Petershausen-West;Reichenaustraße 4, Konstanz;Reichenaustraße;4;4, Reichenaustraße, Petershausen-West, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78467, Deutschland;47.6704581;9.175330180910901;4.0;1.0;2.0;Zimmer in zentraler Lage zu vergeben mit Chance zur dauerhaften Übernahme;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Petershausen.7347167.html;20190723-0650;;True
7347107;12;500.0;41.66666666666666;Altstadt;Inselgasse 10, Konstanz;Inselgasse;10;10, Inselgasse, Altstadt, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78462, Deutschland;47.6645238;9.176627841108619;4.0;2.0;1.0;Möbliertes 12qm im Herzen der Altstadt;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Konstanz.7347107.html;20190723-0650;;True
6712706;14;579.0;41.357142857142854;Petershausen-West;Reichenaustr. 32, Konstanz;Reichenaustr.;32;Pssst, 32, Reichenaustraße, Petershausen-West, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78467, Deutschland;47.67137545;9.17077529904333;6.0;0.0;5.0;WG Zimmer in idealer Lage in moderner großzügiger Wohnung;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Petershausen.6712706.html;20190723-0650;;True
7345278;17;480.0;28.235294117647058;Petershausen-West;Jahnstrasse 23, Konstanz;Jahnstrasse;23;23, Jahnstraße, Petershausen-West, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78464, Deutschland;47.67339665;9.18296964954577;3.0;1.0;1.0;17 m2 WG Zimmer zu Vermieten in KN Petershausen;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Petershausen.7345278.html;20190723-0650;;True
6525250;19;490.0;25.78947368421053;Petershausen-West;Schneckenburgstraße 29a, Konstanz;Schneckenburgstraße;29a;29a, Schneckenburgstraße, Petershausen-West, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78467, Deutschland;47.677023;9.17251135;4.0;3.0;0.0;möbliertes WG-Zimmer (All Inklusive);https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Petershausen.6525250.html;20190723-0650;;True
7344321;14;400.0;28.57142857142857;Petershausen-West;Bücklestraße 76, Konstanz;Bücklestraße;76;Seezeit, 76, Bücklestraße, Petershausen-West, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78467, Deutschland;47.67753775;9.16827457471971;3.0;0.0;2.0;Möbiliertes WG-Zimmer mit Terasse und Garten;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Konstanz.7344321.html;20190723-0650;;True
7344157;12;281.0;23.41666666666667;Königsbau;Sonnenbühlstraße 40, Konstanz;Sonnenbühlstraße;40;Studentenwohnheim Sonnenbühlstraße 40, 40, Sonnenbühlstraße, Königsbau, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78464, Deutschland;47.67844495;9.19093252097139;5.0;3.0;1.0;Uninahes Studentenzimmer mit Chance auf Übernahme!;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Koenigsbau.7344157.html;20190723-0650;;True
7314289;14;425.0;30.357142857142854;Altstadt;Kreuzlinger Straße, Konstanz;Kreuzlinger Straße;;Kreuzlinger Straße, Altstadt, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78462, Deutschland;47.65742520000001;9.171282199999998;4.0;2.0;1.0;Möbliertes 14m2-Zimmer/top Lage/Zwischenmiete/super WG;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Altstadt.7314289.html;20190723-0650;;True
7335584;23;530.0;23.04347826086957;Altstadt;Emmishofer Straße, Konstanz;Emmishofer Straße;;Emmishofer Straße, Altstadt, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78462, Deutschland;47.6562525;9.169611199999999;4.0;0.0;3.0;24 qm² Zimmer in 4er WG zur Zwischenmiete;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Konstanz.7335584.html;20190723-0650;;True
7335278;13;345.0;26.538461538461537;Königsbau;Jacob-Burckhardt Strasse 4, Konstanz;Jacob-Burckhardt Strasse;4;Sonenbühl West I, 4, Jacob-Burckhardt-Straße, Königsbau, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78464, Deutschland;47.681668200000004;9.1846543341796;4.0;1.0;2.0;Room in shared apparmente for August;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Konstanz.7335278.html;20190723-0650;;True
7333803;25;500.0;20.0;Altstadt;Obere Laube 54, Konstanz;Obere Laube;54;BBBank, 54, Obere Laube, Altstadt, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78462, Deutschland;47.65917745;9.17019408710191;3.0;1.0;1.0;[Zwischenmiete] Großes helles Zimmer in netter 3er WG sucht MieterIn über den Sommer;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Altstadt.7333803.html;20190723-0650;;True
7333292;8;330.0;41.25;Fürstenberg;Fürstenbergstraße 12, Konstanz;Fürstenbergstraße;12;12, Fürstenbergstraße, Fürstenberg, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78467, Deutschland;47.687126;9.1499500139834;4.0;1.0;2.0;WG-Zimmer zur Zwischenmiete, eventuell sogar unbefristet;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Fuerstenberg.7333292.html;20190723-0650;;True
7331058;10;500.0;50.0;Altstadt;Inselgasse, Konstanz;Inselgasse;;Inselgasse, Altstadt, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78462, Deutschland;47.664385700000004;9.1769423;4.0;2.0;1.0;Möbliertes Zimmer in 4er WG mitten in der Niederburg;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Altstadt.7331058.html;20190723-0650;;True
7328522;18;298.0;16.555555555555557;Petershausen-West;Taborweg 36A, Konstanz;Taborweg;36A;36a, Taborweg, Fürstenberg, Petershausen-West, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78467, Deutschland;47.68147785;9.170257004990981;6.0;1.0;4.0;Zwischenmiete in schöner WG (eigenes Bad, eigener Balkon, 18qm, möbliert);https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Petershausen.7328522.html;20190723-0650;;True
7329532;11;315.0;28.63636363636364;Fürstenberg;Breslauerstrasse 39, Konstanz;Breslauerstrasse;39;Breslauer Straße, Wollmatingen, Fürstenberg, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78467, Deutschland;47.6857214;9.149016900000001;6.0;0.0;3.0;Möbliertes Zimmer 11 m^2 in bester WG in Fürstenberg (nur Studenten);https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Fuerstenberg.7329532.html;20190723-0650;;True
6818605;16;375.0;23.4375;Fürstenberg;Breslauer Str. 39, Konstanz;Breslauer Str.;39;Breslauer Straße, Wollmatingen, Fürstenberg, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78467, Deutschland;47.6857214;9.149016900000001;6.0;0.0;3.0;Möbliertes 16m² großes, helles Zimmer in Fürstenberg/Wollmattingen zur Untermiete (nur Studenten);https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Fuerstenberg.6818605.html;20190723-0650;;True
7325089;16;450.0;28.125;Fürstenberg;Bücklestraße 82, Konstanz;Bücklestraße;82;82, Bücklestraße, Fürstenberg, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78467, Deutschland;47.67795245;9.167088099999999;3.0;2.0;0.0;Möbliertes 16qm Zimmer im zentralen Stadtteil Petershausen zur Zwischenmiete ab Ende Juli bis Anfang September zu vergeben;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Petershausen.7325089.html;20190723-0650;;True
7322725;15;370.0;24.66666666666667;Petershausen-West;Gustav-Schwab-Straße 13, Konstanz;Gustav-Schwab-Straße;13;Wohnanlage Petershauser Bahnhof, 13, Gustav-Schwab-Straße, Petershausen-West, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78467, Deutschland;47.67491985;9.17162029811193;3.0;1.0;1.0;Helles, tolles Zimmer in 3er WG/Zwischenmiete;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Petershausen.7322725.html;20190723-0650;;True
7248345;14;345.0;24.642857142857146;Königsbau;Jacob-Burckhardt-Straße 4a, Konstanz;Jacob-Burckhardt-Straße;4a;Sonenbühl West I, 4a, Jacob-Burckhardt-Straße, Königsbau, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78464, Deutschland;47.68163495;9.18517238277977;13.0;2.0;0.0;Schöne WG-Zimmer in Studentenwohnheim;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Koenigsbau.7248345.html;20190723-0650;;True
6766128;21;480.0;22.857142857142854;Petershausen-West;Alter Wall 12, Konstanz;Alter Wall;12;12, Alter Wall, Petershausen-West, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78467, Deutschland;47.669866999999996;9.18135297521821;2.0;1.0;0.0;schön geschnittenes 21qm Zimmer in Petershausen;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Petershausen.6766128.html;20190723-0650;;True
7306002;20;430.0;21.5;Altstadt;Zasiusstr., Konstanz;Zasiusstr.;;Zasiusstraße, Altstadt, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78462, Deutschland;47.665651000000004;9.1695216;4.0;1.0;2.0;Schönes Zimmer im Paradies;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Paradies.7306002.html;20190723-0650;;True
7302259;25;500.0;20.0;Altstadt;Obere Laube 54, Konstanz;Obere Laube;54;BBBank, 54, Obere Laube, Altstadt, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78462, Deutschland;47.65917745;9.17019408710191;3.0;1.0;1.0;Möbeliertes Zimmer (25 qm) in kuschliger 3er WG sucht nette/n Mieter/in für einen schönen Sommer am See!;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Altstadt.7302259.html;20190723-0650;;True
6778043;17;40.0;2.3529411764705883;Petershausen-Ost;Sierenmoosstr., Konstanz;Sierenmoosstr.;;Sierenmoosstraße, Petershausen-Ost, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78464, Deutschland;47.675319;9.187458099999999;2.0;1.0;0.0;Möbliertes Zimmer in ruhiger, zentraler Lage tageweise zu vermieten (1-2 Personen);https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Petershausen.6778043.html;20190723-0650;;True
7440770;16;;;Petershausen-Ost;Brandesstraße, Konstanz;Brandesstraße;;Brandesstraße, Petershausen-Ost, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78464, Deutschland;47.6720455;9.1943803;;;;Möbliertes Studentenzimmer in 3er WG;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Petershausen.7440770.html;20190723-0650;20190726-1650;False
7042898;18;;;Altstadt;Bodanstraße, Konstanz;Bodanstraße;;Bodanstraße, Altstadt, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78462, Deutschland;47.658466600000004;9.171065800000001;;;;18m2 Altstadt-WG bietet 6-monatiges Praktikum zur Zwischenmiete;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Altstadt.7042898.html;20190723-0650;;False
6946253;16;;;Litzelstetten;Martin-Schleyer-Str., Konstanz;Martin-Schleyer-Str.;;Martin-Schleyer-Straße, Litzelstetten, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78465, Deutschland;47.7175912;9.1704362;;;;Helles Dachgeschosszimmer in Litzelstetten;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Litzelstetten.6946253.html;20190723-0650;20190806-1250;False
7415965;15;;;Petershausen-West;Taborweg, Konstanz;Taborweg;;Taborweg, Fürstenberg, Petershausen-West, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78467, Deutschland;47.6816045;9.170449900000001;;;;Gemütliches Zimmer mit großem Garten;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Petershausen.7415965.html;20190723-0650;;False
7090041;12;;;Petershausen-West;Markgrafenstraße 67, Konstanz;Markgrafenstraße;67;67, Markgrafenstraße, Petershausen-West, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78467, Deutschland;47.67284675;9.1709163;;;;Nachmieter_In für 3erWG in Konstanz Petershausen gesucht;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Petershausen.7090041.html;20190723-0650;;False
7432122;30;;;Altstadt;Paradiesstraße, Konstanz;Paradiesstraße;;Paradiesstraße, Altstadt, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78462, Deutschland;47.6610763;9.1726532;;;;SEHR GROSSES WG-ZIMMER mit EXTRA LERNBEREICH (BÜRO) Whatsapp Call :);https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Konstanz.7432122.html;20190723-0650;;False
7404305;14;;;Altstadt;Kreuzlingerstraße 52, Konstanz;Kreuzlingerstraße;52;52, Kreuzlinger Straße, Altstadt, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78462, Deutschland;47.6565385;9.17214511834944;;;;Zimmer in wunderbarem Altbau in 3er WG zu vermieten;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Altstadt.7404305.html;20190723-0650;;False
7357150;19;;;Petershausen-West;Goethestr. 2, Konstanz;Goethestr.;2;2, Goethestraße, Petershausen-West, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78467, Deutschland;47.67739115;9.176250466844381;;;;Zwischenmiete Mädels-Wg in Petershausen! (Möbliert);https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Petershausen.7357150.html;20190723-0650;;False
7430833;14;;;Paradies;Rheingutstraße, Konstanz;Rheingutstraße;;Rheingutstraße, Paradies, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78462, Deutschland;47.666812799999995;9.1707412;;;;WG-Zimmer zur Zwischenmiete;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Paradies.7430833.html;20190723-0650;;False
7403219;12;;;Wollmatingen;Radolfzeller Straße 13a, Konstanz;Radolfzeller Straße;13a;13a, Radolfzeller Straße, Wollmatingen, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78467, Deutschland;47.689536600000004;9.147173421716198;;;;WG-Zimmer zur Zwischenmiete in netter 3er WG;https://www.wg-gesucht.de/wg-zimmer-in-Konstanz-Wollmatingen.7403219.html;20190723-0650;;False
